Source,Target,Type,Id,Label,timeset,Weight,e_weight,e_crawldate
n15931,n1323,Directed,12224,,,467,16,20191101
n11651,n1324,Directed,12228,,,46,6,20191102
n1325,n1325,Directed,12234,,,63,63,20191020
n14789,n1325,Directed,12235,,,16,16,20191102
n18217,n1325,Directed,12236,,,12,6,20191012
n1326,n1326,Directed,12238,,,1710,81,20190930
n21833,n1327,Directed,12246,,,204,18,20190930
n10312,n1328,Directed,12253,,,160,7,20190930
n9957,n1329,Directed,12261,,,36,6,20191030
n40296,n1330,Directed,12267,,,48,6,20190930
n37320,n1331,Directed,12275,,,6,6,20191102
n1332,n1332,Directed,12276,,,364,364,20191008
n20226,n1332,Directed,12277,,,35,6,20191020
n1333,n1333,Directed,12280,,,868,124,20191008
n25909,n1334,Directed,12287,,,7,7,20191030
n12774,n1335,Directed,12288,,,16,8,20191102
n5177,n1337,Directed,12290,,,7,7,20190930
n5920,n1337,Directed,12291,,,42,14,20191008
n15790,n1337,Directed,12294,,,14,7,20191008
n1338,n1338,Directed,12296,,,34,17,20191012
n1339,n1339,Directed,12298,,,28200,6,20191024
n2699,n1339,Directed,12309,,,27,27,20191012
n12224,n1339,Directed,12310,,,2155,7,20191001
n28446,n1339,Directed,12324,,,44,44,20191012
n38566,n1339,Directed,12325,,,17,17,20191012
n39010,n1339,Directed,12326,,,147,147,20191012
n16269,n1340,Directed,12327,,,24,8,20191001
n34636,n1341,Directed,12330,,,18,6,20191020
n9268,n1342,Directed,12333,,,238,16,20191001
n9740,n1343,Directed,12341,,,10,10,20191024
n6590,n1344,Directed,12342,,,66,8,20191024
n21135,n1344,Directed,12350,,,902,41,20190930
n1986,n1345,Directed,12358,,,34,6,20191008
n36123,n1345,Directed,12362,,,37,8,20191111
n1346,n1346,Directed,12366,,,155,17,20191111
n15765,n1347,Directed,12374,,,98,14,20191111
n31568,n1348,Directed,12381,,,6,6,20191111
n1349,n1349,Directed,12382,,,1116,39,20191101
n8487,n1349,Directed,12391,,,755,13,20190930
n11049,n1349,Directed,12405,,,128,16,20191102
n1350,n1350,Directed,12413,,,3137,139,20191101
n4522,n1350,Directed,12422,,,63,7,20191024
n4735,n1350,Directed,12430,,,68,8,20191024
n7067,n1350,Directed,12438,,,56,7,20191012
n11414,n1350,Directed,12446,,,9,9,20190930
n20147,n1350,Directed,12447,,,9,9,20190930
n39441,n1350,Directed,12448,,,8272,376,20190930
n17328,n1351,Directed,12456,,,304,38,20191021
n1352,n1352,Directed,12464,,,54,9,20191111
n3274,n1353,Directed,12469,,,77,77,20191111
n3522,n1353,Directed,12470,,,7,7,20191111
n22558,n1353,Directed,12471,,,97,6,20191111
n26356,n1355,Directed,12474,,,64,8,20191024
n27318,n1357,Directed,12482,,,48,6,20191030
n14875,n1358,Directed,12490,,,64,8,20191102
n11112,n1359,Directed,12493,,,12,6,20191012
n1360,n1360,Directed,12495,,,75769,409,20191101
n11651,n1361,Directed,12506,,,46,6,20191102
n28314,n1362,Directed,12512,,,1320,8,20191101
n27612,n1363,Directed,12521,,,25,6,20191008
n20622,n1364,Directed,12525,,,10,10,20191020
n38566,n1365,Directed,12526,,,8,8,20191012
n1366,n1366,Directed,12527,,,1020,128,20191101
n9674,n1367,Directed,12532,,,56,7,20191020
n1368,n1368,Directed,12540,,,9437,1491,20190930
n1369,n1369,Directed,12545,,,120,10,20191030
n37402,n1370,Directed,12554,,,14,6,20191030
n1372,n1372,Directed,12556,,,434,62,20191020
n14862,n1373,Directed,12563,,,38,16,20191102
n1374,n1374,Directed,12565,,,62,62,20191002
n1375,n1375,Directed,12566,,,288,144,20191012
n9595,n1375,Directed,12568,,,36,18,20191012
n20357,n1375,Directed,12570,,,84,12,20191008
n33367,n1375,Directed,12577,,,253,7,20191031
n30763,n1376,Directed,12587,,,8,8,20191002
n1377,n1377,Directed,12588,,,1121,120,20191030
n4566,n1377,Directed,12596,,,151,18,20191020
n8450,n1377,Directed,12604,,,1448,23,20191001
n10048,n1377,Directed,12613,,,627,6,20191008
n10753,n1377,Directed,12625,,,746,6,20191101
n11176,n1377,Directed,12638,,,433,9,20191031
n17770,n1377,Directed,12649,,,19462,86,20191025
n30159,n1378,Directed,12662,,,94,13,20191012
n1379,n1379,Directed,12667,,,27,27,20191008
n4677,n1380,Directed,12668,,,21,21,20191111
n1382,n1382,Directed,12669,,,76,19,20191012
n16269,n1383,Directed,12673,,,8,8,20191111
n1384,n1384,Directed,12674,,,147,21,20191102
n1385,n1385,Directed,12681,,,68,6,20191013
n12224,n1385,Directed,12688,,,47,7,20191102
n18610,n1385,Directed,12691,,,16,16,20191012
n29216,n1385,Directed,12692,,,282,7,20190930
n32475,n1385,Directed,12702,,,657,10,20191024
n33815,n1385,Directed,12715,,,18,6,20191030
n38566,n1385,Directed,12717,,,6,6,20191111
n1387,n1387,Directed,12718,,,368,25,20191111
n3357,n1387,Directed,12723,,,6,6,20191111
n14603,n1387,Directed,12724,,,6,6,20191111
n14471,n1388,Directed,12725,,,108,9,20191008
n6392,n1389,Directed,12733,,,14,7,20191008
n10884,n1390,Directed,12735,,,42,6,20191020
n9364,n1391,Directed,12742,,,160,20,20191112
n16269,n1392,Directed,12750,,,7,7,20191111
n1393,n1393,Directed,12751,,,3088,405,20191102
n1943,n1394,Directed,12758,,,59,11,20191002
n1395,n1395,Directed,12763,,,152,19,20191008
n12313,n1396,Directed,12770,,,36,12,20191031
n20447,n1397,Directed,12772,,,8,8,20191111
n16269,n1398,Directed,12773,,,12,6,20191001
n19467,n1399,Directed,12775,,,6,6,20191021
n31151,n1400,Directed,12776,,,72,8,20190930
n17290,n1402,Directed,12784,,,24,6,20191021
n13798,n1403,Directed,12788,,,47,6,20191030
n31068,n1403,Directed,12793,,,6,6,20191008
n32541,n1403,Directed,12794,,,718,88,20191001
n1404,n1404,Directed,12802,,,23,23,20190930
n1405,n1405,Directed,12803,,,58,58,20191002
n36184,n1406,Directed,12804,,,16,8,20191002
n1407,n1407,Directed,12806,,,18,9,20190930
n33222,n1408,Directed,12808,,,82,7,20191012
n39092,n1410,Directed,12814,,,177,21,20191012
n19969,n1411,Directed,12821,,,109,7,20191024
n12782,n1412,Directed,12830,,,6,6,20191008
n4810,n1413,Directed,12831,,,20,10,20190930
n5101,n1413,Directed,12833,,,2383,111,20191009
n7602,n1413,Directed,12847,,,27,27,20191112
n19846,n1413,Directed,12848,,,475,39,20191101
n29538,n1413,Directed,12853,,,140,35,20191111
n13205,n1414,Directed,12855,,,37,6,20191020
n15614,n1415,Directed,12861,,,6,6,20191111
n1416,n1416,Directed,12862,,,1480,183,20190930
n1417,n1417,Directed,12870,,,130,65,20191008
n5176,n1418,Directed,12872,,,7,7,20191008
n1419,n1419,Directed,12873,,,56,56,20191024
n20684,n1420,Directed,12874,,,106,8,20190930
n23321,n1420,Directed,12882,,,136,11,20190930
n28259,n1420,Directed,12890,,,304,15,20191021
n30763,n1422,Directed,12901,,,8,8,20191008
n13050,n1423,Directed,12902,,,64,25,20191008
n34569,n1424,Directed,12904,,,12,6,20191008
n20679,n1426,Directed,12906,,,18,6,20191031
n12774,n1436,Directed,12908,,,16,8,20191102
n1428,n1428,Directed,12910,,,1606,73,20191001
n13386,n1429,Directed,12918,,,217,6,20191020
n1430,n1430,Directed,12927,,,126,17,20190930
n1943,n1430,Directed,12934,,,62,6,20191025
n4855,n1430,Directed,12940,,,26,8,20191030
n14845,n1430,Directed,12943,,,36,6,20191030
n16768,n1430,Directed,12948,,,34,6,20191020
n32991,n1430,Directed,12953,,,81,9,20191102
n37328,n1430,Directed,12960,,,6,6,20191020
n1431,n1431,Directed,12961,,,378,27,20191024
n17965,n1431,Directed,12969,,,520,40,20191101
n22498,n1431,Directed,12977,,,560,40,20191024
n23729,n1431,Directed,12985,,,42,6,20191020
n19376,n1432,Directed,12992,,,123,10,20191012
n3046,n1434,Directed,12999,,,6,6,20191024
n1435,n1435,Directed,13000,,,26,26,20191024
n12075,n1427,Directed,13001,,,12,6,20191008
n17564,n1437,Directed,13003,,,64,8,20191012
n3357,n1438,Directed,13011,,,6,6,20191111
n3046,n1439,Directed,13012,,,7,7,20191012
n39274,n1440,Directed,13013,,,21,7,20191012
n1441,n1441,Directed,13016,,,2442,111,20190930
n20602,n1442,Directed,13025,,,20,6,20191008
n1443,n1443,Directed,13028,,,60,15,20191111
n4117,n1444,Directed,13031,,,14,6,20191012
n9740,n1446,Directed,13033,,,48,6,20191030
n23960,n1447,Directed,13040,,,7,7,20191112
n7234,n1449,Directed,13041,,,918,6,20191102
n28704,n1450,Directed,13051,,,18,6,20191111
n825,n1452,Directed,13054,,,6,6,20191030
n1452,n1452,Directed,13055,,,877,173,20191012
n3357,n1452,Directed,13059,,,22,6,20191111
n12224,n1452,Directed,13062,,,36,6,20191013
n15740,n1452,Directed,13066,,,76,6,20190930
n16788,n1452,Directed,13074,,,8,8,20191008
n17290,n1452,Directed,13075,,,56,6,20191025
n3442,n1453,Directed,13082,,,199,8,20191102
n1454,n1454,Directed,13090,,,36,36,20191030
n15539,n1455,Directed,13091,,,54,6,20191030
n5920,n1456,Directed,13097,,,92,6,20191012
n25909,n1457,Directed,13104,,,7,7,20191024
n34450,n1458,Directed,13105,,,36,6,20191024
n1459,n1459,Directed,13111,,,16,16,20191024
n1460,n1460,Directed,13112,,,126,126,20191008
n31766,n1461,Directed,13113,,,46,6,20191025
n1462,n1462,Directed,13119,,,31,31,20190930
n39183,n1463,Directed,13120,,,60,6,20191008
n1920,n1464,Directed,13127,,,14,14,20191020
n1465,n1465,Directed,13128,,,120,40,20191030
n36364,n1466,Directed,13131,,,6,6,20191020
n1943,n1467,Directed,13132,,,6,6,20191114
n27452,n1467,Directed,13133,,,485,7,20191021
n7684,n1468,Directed,13143,,,33,6,20191020
n30763,n1469,Directed,13147,,,6,6,20191001
n1943,n1470,Directed,13148,,,87,8,20191111
n1471,n1471,Directed,13152,,,201,28,20191111
n12635,n1471,Directed,13159,,,6,6,20191008
n16269,n1472,Directed,13160,,,80,24,20191008
n1473,n1473,Directed,13163,,,62,31,20191030
n1474,n1474,Directed,13165,,,22,22,20191024
n1475,n1475,Directed,13166,,,208,13,20191112
n3346,n1476,Directed,13178,,,6,6,20191102
n1012,n1477,Directed,13179,,,6,6,20191102
n1477,n1477,Directed,13180,,,3049,165,20191009
n1943,n1477,Directed,13189,,,118,6,20191003
n39648,n1477,Directed,13198,,,6,6,20190930
n5176,n1478,Directed,13199,,,95,12,20191012
n12592,n1479,Directed,13204,,,8,8,20191012
n21261,n1479,Directed,13205,,,6,6,20191111
n28893,n1480,Directed,13206,,,84,12,20191012
n5176,n1481,Directed,13213,,,242,14,20191008
n35594,n1482,Directed,13220,,,12,12,20191001
n4816,n1483,Directed,13221,,,6,6,20191020
n5729,n1485,Directed,13222,,,133,12,20191102
n4611,n1486,Directed,13229,,,52,26,20191102
n1487,n1487,Directed,13231,,,640,309,20191020
n24939,n1488,Directed,13233,,,140,20,20191012
n12224,n1489,Directed,13240,,,20,20,20191102
n22866,n1490,Directed,13241,,,8,8,20191102
n1491,n1491,Directed,13242,,,608,76,20191111
n21833,n1492,Directed,13250,,,18,9,20191012
n35844,n1493,Directed,13252,,,10,10,20191024
n5073,n1494,Directed,13253,,,63,9,20191012
n18883,n1495,Directed,13260,,,105,6,20191101
n1496,n1496,Directed,13268,,,264,19,20191008
n1497,n1497,Directed,13276,,,18,8,20191008
n17010,n1497,Directed,13278,,,43,9,20191008
n1943,n1498,Directed,13282,,,67,30,20191114
n34695,n1499,Directed,13284,,,27,9,20191111
n7732,n1500,Directed,13287,,,14,14,20191111
n1502,n1502,Directed,13288,,,1564,52,20191021
n10201,n1502,Directed,13304,,,42,6,20191024
n13205,n1502,Directed,13311,,,38,6,20191020
n27768,n1502,Directed,13317,,,42,6,20191111
n30454,n1502,Directed,13324,,,9,9,20191008
n29039,n1503,Directed,13325,,,36,6,20191030
n3136,n1504,Directed,13331,,,1548,162,20191001
n18217,n1504,Directed,13339,,,19121,205,20190930
n3574,n1505,Directed,13349,,,18,6,20191012
n1943,n1506,Directed,13352,,,18,7,20191112
n30763,n1506,Directed,13354,,,16,6,20191112
n1507,n1507,Directed,13356,,,160,160,20191020
n30763,n1508,Directed,13357,,,14,14,20191002
n1509,n1509,Directed,13358,,,1152,46,20191102
n9622,n1509,Directed,13367,,,1147,10,20191021
n21096,n1509,Directed,13379,,,13,13,20191001
n5735,n1510,Directed,13380,,,8,8,20191020
n24934,n1511,Directed,13381,,,6,6,20191030
n5176,n1512,Directed,13382,,,13,6,20191102
n1513,n1513,Directed,13384,,,418,59,20191030
n14391,n1513,Directed,13391,,,558,12,20190930
n15167,n1514,Directed,13400,,,12,6,20191012
n26208,n1514,Directed,13402,,,156,12,20191030
n21833,n1515,Directed,13411,,,51,6,20191001
n13994,n1516,Directed,13416,,,48,6,20191101
n1517,n1517,Directed,13423,,,25,25,20191030
n1519,n1519,Directed,13424,,,231,21,20191111
n11095,n1520,Directed,13431,,,2121,6,20191101
n1521,n1521,Directed,13441,,,455,65,20191102
n1522,n1522,Directed,13448,,,80,9,20191030
n26749,n1522,Directed,13456,,,363,8,20191008
n1943,n1523,Directed,13475,,,6,6,20191025
n37461,n1524,Directed,13476,,,60,8,20191112
n34407,n1525,Directed,13483,,,12,12,20191008
n38432,n1526,Directed,13484,,,8,8,20191024
n1528,n1528,Directed,13485,,,1814,105,20190930
n37904,n1528,Directed,13493,,,377,9,20190930
n6063,n1529,Directed,13503,,,6,6,20191025
n19791,n1530,Directed,13504,,,104,13,20190930
n27185,n1531,Directed,13512,,,8,8,20191102
n8491,n1532,Directed,13513,,,106,12,20191013
n1533,n1533,Directed,13520,,,798,266,20191012
n17768,n1534,Directed,13523,,,63,9,20191111
n1535,n1535,Directed,13530,,,664,83,20191024
n17268,n1535,Directed,13538,,,528,66,20191008
n37170,n1535,Directed,13546,,,950,19,20190930
n1968,n1536,Directed,13555,,,48,12,20191020
n2375,n1536,Directed,13559,,,1271,11,20191013
n5879,n1536,Directed,13570,,,8,8,20191012
n12437,n1536,Directed,13571,,,72,18,20191012
n21465,n1536,Directed,13575,,,72,18,20191020
n1537,n1537,Directed,13579,,,336,48,20191012
n1538,n1538,Directed,13586,,,1534,74,20191001
n1431,n1539,Directed,13594,,,36,6,20191012
n8270,n1539,Directed,13600,,,48,8,20191012
n23729,n1539,Directed,13606,,,1383,93,20190930
n1540,n1540,Directed,13614,,,8,8,20190930
n1541,n1541,Directed,13615,,,121,121,20191025
n1542,n1542,Directed,13616,,,611,262,20191012
n12224,n1542,Directed,13618,,,12,6,20191008
n1543,n1543,Directed,13620,,,20512,12,20191101
n3357,n1543,Directed,13637,,,1769,12,20191111
n4012,n1543,Directed,13645,,,10,10,20191111
n4014,n1543,Directed,13646,,,52,26,20191012
n4241,n1543,Directed,13648,,,240,17,20191111
n7137,n1543,Directed,13656,,,654,12,20191101
n10024,n1543,Directed,13665,,,6,6,20191024
n15680,n1543,Directed,13666,,,110,12,20191001
n16982,n1543,Directed,13674,,,8,8,20191111
n17770,n1543,Directed,13675,,,345,6,20191025
n25386,n1543,Directed,13688,,,12,12,20191008
n26749,n1543,Directed,13689,,,363,8,20191024
n26991,n1543,Directed,13708,,,51,17,20191102
n27185,n1543,Directed,13711,,,7,7,20191002
n27885,n1543,Directed,13712,,,155,10,20191031
n31329,n1543,Directed,13717,,,6,6,20191021
n36881,n1543,Directed,13718,,,10,10,20191102
n40454,n1543,Directed,13719,,,153,19,20191020
n31766,n1544,Directed,13727,,,46,6,20191008
n298,n1545,Directed,13733,,,6,6,20191024
n1545,n1545,Directed,13734,,,8742,52,20191101
n6102,n1545,Directed,13750,,,1098,15,20191009
n9723,n1545,Directed,13766,,,354,6,20191013
n14403,n1545,Directed,13782,,,121563,17,20191101
n14789,n1545,Directed,13799,,,56,14,20191020
n16982,n1545,Directed,13802,,,6,6,20191012
n22558,n1545,Directed,13803,,,409,8,20191025
n25638,n1545,Directed,13811,,,631,7,20191021
n26325,n1545,Directed,13826,,,359,10,20191013
n27899,n1545,Directed,13836,,,59,6,20191020
n29815,n1545,Directed,13841,,,71,10,20191030
n36924,n1545,Directed,13845,,,80,10,20191012
n39659,n1545,Directed,13853,,,90,6,20191012
n1546,n1546,Directed,13861,,,357,51,20191111
n1548,n1548,Directed,13868,,,428,54,20191111
n32838,n1549,Directed,13875,,,12,6,20191009
n825,n1550,Directed,13877,,,6,6,20191012
n1550,n1550,Directed,13878,,,206,14,20191020
n2864,n1550,Directed,13885,,,12,6,20190930
n6003,n1550,Directed,13887,,,6,6,20191111
n7732,n1550,Directed,13888,,,30,6,20191012
n7953,n1550,Directed,13891,,,18,18,20191030
n12224,n1550,Directed,13892,,,6,6,20191008
n16982,n1550,Directed,13893,,,113,6,20191008
n17204,n1550,Directed,13901,,,88,10,20191102
n20679,n1550,Directed,13905,,,9,9,20191009
n1551,n1551,Directed,13906,,,12,12,20191012
n24329,n1551,Directed,13907,,,254,23,20191111
n1552,n1552,Directed,13915,,,112,112,20191111
n3357,n1553,Directed,13916,,,252,6,20191001
n20719,n1554,Directed,13924,,,12,12,20191102
n1555,n1555,Directed,13925,,,12,6,20191025
n1556,n1556,Directed,13927,,,34,17,20191013
n9145,n1557,Directed,13929,,,30,6,20191102
n30763,n1558,Directed,13934,,,156,18,20191112
n9884,n1559,Directed,13937,,,63,9,20191024
n1560,n1560,Directed,13944,,,35,35,20191030
n17780,n1560,Directed,13945,,,15,15,20190930
n20964,n1560,Directed,13946,,,10,10,20191030
n35373,n1560,Directed,13947,,,11,11,20191013
n3046,n1561,Directed,13948,,,7,7,20191008
n1562,n1562,Directed,13949,,,224,14,20191031
n4402,n1562,Directed,13963,,,122,6,20191024
n1564,n1564,Directed,13972,,,36,9,20191111
n1565,n1565,Directed,13976,,,96,12,20191020
n7732,n1566,Directed,13984,,,10,10,20191030
n1509,n1567,Directed,13985,,,6,6,20190930
n926,n1568,Directed,13986,,,290,34,20191111
n8872,n1568,Directed,13993,,,56,8,20191111
n18010,n1568,Directed,14000,,,324,38,20191102
n1569,n1569,Directed,14008,,,1592,133,20191008
n1570,n1570,Directed,14015,,,18,18,20190930
n23631,n1571,Directed,14016,,,48,6,20191102
n15252,n1572,Directed,14024,,,12,6,20191030
n20679,n1572,Directed,14026,,,137,8,20191009
n14212,n1573,Directed,14035,,,6,6,20191030
n1574,n1574,Directed,14036,,,29,9,20191111
n9740,n1575,Directed,14039,,,48,6,20191020
n22074,n1575,Directed,14046,,,64,8,20191012
n36014,n1576,Directed,14053,,,19206,12,20191025
n11447,n1577,Directed,14065,,,16,8,20191008
n1578,n1578,Directed,14067,,,969,323,20191102
n1943,n1579,Directed,14070,,,7,7,20191113
n32077,n1579,Directed,14071,,,351,13,20191013
n36773,n1580,Directed,14084,,,537,9,20191112
n1581,n1581,Directed,14095,,,476,68,20191111
n3357,n1582,Directed,14102,,,24,6,20191102
n1583,n1583,Directed,14106,,,42,42,20191020
n1585,n1585,Directed,14107,,,553,79,20191008
n27658,n1586,Directed,14114,,,30,10,20191111
n15830,n1588,Directed,14117,,,1366,6,20190930
n2975,n1589,Directed,14126,,,133,133,20191024
n5109,n1589,Directed,14127,,,282,39,20190930
n10814,n1589,Directed,14134,,,12,12,20191111
n21453,n1589,Directed,14135,,,175,175,20191024
n37452,n1589,Directed,14136,,,150,10,20191030
n30763,n1590,Directed,14144,,,29,29,20191002
n1591,n1591,Directed,14145,,,56,8,20190930
n30011,n1592,Directed,14152,,,107,7,20190930
n1593,n1593,Directed,14160,,,5562,209,20191102
n6479,n1593,Directed,14171,,,10,10,20191111
n12224,n1593,Directed,14172,,,71,11,20191013
n17333,n1593,Directed,14176,,,63,7,20191012
n25443,n1593,Directed,14184,,,6,6,20191112
n26777,n1593,Directed,14185,,,37,12,20190930
n27487,n1593,Directed,14188,,,19,19,20191008
n29584,n1593,Directed,14189,,,10,10,20191024
n30218,n1593,Directed,14190,,,144,18,20191001
n1594,n1594,Directed,14198,,,6,6,20191008
n28494,n1595,Directed,14199,,,6,6,20191111
n29444,n1595,Directed,14200,,,6,6,20191111
n28730,n1596,Directed,14201,,,106,26,20191102
n30763,n1597,Directed,14205,,,61,7,20191012
n16269,n1598,Directed,14212,,,45,45,20191102
n12774,n1599,Directed,14213,,,16,8,20191030
n3357,n1600,Directed,14215,,,66,6,20191030
n3046,n1601,Directed,14220,,,7,7,20191024
n14282,n1602,Directed,14221,,,17,7,20191012
n14695,n1602,Directed,14223,,,517,6,20191001
n1603,n1603,Directed,14235,,,434,62,20191111
n28287,n1604,Directed,14242,,,48,6,20191008
n1605,n1605,Directed,14250,,,104,52,20191020
n825,n1606,Directed,14252,,,6,6,20191030
n39890,n1607,Directed,14253,,,6,6,20191111
n1608,n1608,Directed,14254,,,695,76,20191111
n9867,n1610,Directed,14261,,,90,13,20191012
n1611,n1611,Directed,14263,,,40,40,20191025
n4816,n1612,Directed,14264,,,1200,141,20191008
n24700,n1613,Directed,14271,,,220,24,20191101
n16982,n1614,Directed,14279,,,67,8,20191020
n1615,n1615,Directed,14286,,,144,42,20191111
n1943,n1616,Directed,14289,,,95,6,20191008
n1617,n1617,Directed,14296,,,360,24,20191102
n14789,n1618,Directed,14305,,,40,20,20191102
n27042,n1619,Directed,14307,,,42,9,20191012
n18007,n1620,Directed,14311,,,13,13,20191025
n1621,n1621,Directed,14312,,,36,9,20191012
n21770,n1622,Directed,14316,,,180,21,20191102
n11241,n1623,Directed,14324,,,124,10,20191024
n18690,n1623,Directed,14332,,,59,8,20191008
n1624,n1624,Directed,14338,,,28,28,20191030
n16269,n1625,Directed,14339,,,36,12,20191001
n34955,n1627,Directed,14342,,,78,6,20191009
n16269,n1628,Directed,14351,,,11,11,20191102
n10941,n1629,Directed,14352,,,3529,115,20190930
n25534,n1629,Directed,14361,,,72,9,20191020
n22558,n1630,Directed,14369,,,526,194,20191013
n1631,n1631,Directed,14371,,,17,17,20191030
n33342,n1631,Directed,14372,,,42,7,20191008
n1632,n1632,Directed,14378,,,152,19,20191012
n1633,n1633,Directed,14385,,,12,12,20191111
n824,n1634,Directed,14386,,,11,11,20191008
n3357,n1635,Directed,14387,,,412,6,20190930
n1636,n1636,Directed,14396,,,13,13,20190930
n1637,n1637,Directed,14397,,,357,51,20191012
n2630,n1638,Directed,14404,,,3552,140,20191102
n3984,n1638,Directed,14413,,,14,6,20191030
n8669,n1638,Directed,14415,,,42,6,20191111
n21433,n1638,Directed,14422,,,276,28,20191030
n25171,n1638,Directed,14430,,,5562,220,20190930
n26730,n1638,Directed,14439,,,570,54,20191008
n35327,n1638,Directed,14447,,,2420,132,20191008
n14391,n1639,Directed,14455,,,21,7,20191030
n17780,n1640,Directed,14458,,,280,14,20191101
n16269,n1641,Directed,14467,,,26,6,20191030
n2329,n1642,Directed,14471,,,33,6,20191024
n1643,n1643,Directed,14475,,,83,38,20190930
